"","Volume","Speed","Delay","Stops","Date","Time","Day"
"50403",88,22,45,64,"4/6/14","9:05","Sun"
"50404",122,23,62,93,"4/6/14","9:10","Sun"
"50405",177,30,89,122,"4/6/14","9:15","Sun"
"50406",100,30,51,72,"4/6/14","9:20","Sun"
"50407",108,26,54,72,"4/6/14","9:25","Sun"
"50408",120,22,60,84,"4/6/14","9:30","Sun"
"50409",103,38,52,72,"4/6/14","9:35","Sun"
"50410",168,27,84,120,"4/6/14","9:40","Sun"
"50411",180,33,90,120,"4/6/14","9:45","Sun"
"50412",204,29,102,156,"4/6/14","9:50","Sun"
"50413",160,33,81,108,"4/6/14","9:55","Sun"
"50414",144,33,72,96,"4/6/14","10:00","Sun"
"50415",129,22,65,93,"4/6/14","10:05","Sun"
"50416",141,21,71,98,"4/6/14","10:10","Sun"
"50417",155,31,78,119,"4/6/14","10:15","Sun"
"50418",316,26,159,239,"4/6/14","10:20","Sun"
"50419",192,29,97,132,"4/6/14","10:25","Sun"
"50420",208,33,104,148,"4/6/14","10:30","Sun"
"50421",219,28,110,151,"4/6/14","10:35","Sun"
"50422",217,34,109,164,"4/6/14","10:40","Sun"
"50423",190,31,96,122,"4/6/14","10:45","Sun"
"50424",251,27,126,192,"4/6/14","10:50","Sun"
"50425",175,31,88,115,"4/6/14","10:55","Sun"
"50426",234,19,118,149,"4/6/14","11:00","Sun"
"50427",200,27,101,128,"4/6/14","11:05","Sun"
"50428",252,32,127,172,"4/6/14","11:10","Sun"
"50429",178,32,91,122,"4/6/14","11:15","Sun"
"50430",169,27,86,113,"4/6/14","11:20","Sun"
"50431",230,32,116,166,"4/6/14","11:25","Sun"
"50432",241,30,122,161,"4/6/14","11:30","Sun"
"50433",296,28,150,212,"4/6/14","11:35","Sun"
"50434",237,28,120,170,"4/6/14","11:40","Sun"
"50435",236,30,119,156,"4/6/14","11:45","Sun"
"50436",196,28,100,140,"4/6/14","11:50","Sun"
"50437",234,25,118,146,"4/6/14","11:55","Sun"
"50438",226,32,114,141,"4/6/14","12:00","Sun"
"50439",294,29,149,203,"4/6/14","12:05","Sun"
"50440",310,29,157,225,"4/6/14","12:10","Sun"
"50441",341,27,172,236,"4/6/14","12:15","Sun"
"50442",431,21,217,332,"4/6/14","12:20","Sun"
"50443",299,23,151,219,"4/6/14","12:25","Sun"
"50444",421,26,212,320,"4/6/14","12:30","Sun"
"50445",216,27,109,144,"4/6/14","12:35","Sun"
"50446",328,30,165,224,"4/6/14","12:40","Sun"
"50447",278,32,141,198,"4/6/14","12:45","Sun"
"50448",279,29,141,211,"4/6/14","12:50","Sun"
"50449",267,30,135,187,"4/6/14","12:55","Sun"
"50450",208,26,105,140,"4/6/14","13:00","Sun"
"50451",318,26,161,225,"4/6/14","13:05","Sun"
"50452",257,18,130,173,"4/6/14","13:10","Sun"
"50453",290,28,146,202,"4/6/14","13:15","Sun"
"50454",159,24,81,131,"4/6/14","13:20","Sun"
"50455",239,33,124,484,"4/6/14","13:25","Sun"
"50456",295,27,149,223,"4/6/14","13:30","Sun"
"50457",318,32,160,225,"4/6/14","13:35","Sun"
"50458",335,25,169,251,"4/6/14","13:40","Sun"
"50459",299,25,151,212,"4/6/14","13:45","Sun"
"50460",264,31,133,171,"4/6/14","13:50","Sun"
"50461",410,26,207,295,"4/6/14","13:55","Sun"
"50462",333,31,168,240,"4/6/14","14:00","Sun"
"50463",309,25,156,241,"4/6/14","14:05","Sun"
"50464",219,24,111,151,"4/6/14","14:10","Sun"
"50465",318,31,161,238,"4/6/14","14:15","Sun"
"50466",205,30,104,136,"4/6/14","14:20","Sun"
"50467",265,30,134,173,"4/6/14","14:25","Sun"
"50468",271,28,137,188,"4/6/14","14:30","Sun"
"50469",252,29,128,164,"4/6/14","14:35","Sun"
"50470",275,24,139,187,"4/6/14","14:40","Sun"
"50471",265,26,134,192,"4/6/14","14:45","Sun"
"50472",233,30,118,164,"4/6/14","14:50","Sun"
"50473",304,29,154,208,"4/6/14","14:55","Sun"
"50474",293,26,148,198,"4/6/14","15:00","Sun"
"50475",236,25,119,164,"4/6/14","15:05","Sun"
"50476",344,27,173,260,"4/6/14","15:10","Sun"
"50477",365,28,184,257,"4/6/14","15:15","Sun"
"50478",319,27,161,236,"4/6/14","15:20","Sun"
"50479",208,25,106,156,"4/6/14","15:25","Sun"
"50480",211,27,107,159,"4/6/14","15:30","Sun"
"50481",255,24,129,178,"4/6/14","15:35","Sun"
"50482",306,31,155,210,"4/6/14","15:40","Sun"
"50483",417,28,210,309,"4/6/14","15:45","Sun"
"50484",245,23,124,162,"4/6/14","15:50","Sun"
"50485",212,30,107,140,"4/6/14","15:55","Sun"
"50486",310,26,157,219,"4/6/14","16:00","Sun"
"50487",234,26,119,170,"4/6/14","16:05","Sun"
"50488",417,29,210,302,"4/6/14","16:10","Sun"
"50489",272,25,137,192,"4/6/14","16:15","Sun"
"50490",352,27,177,236,"4/6/14","16:20","Sun"
"50491",259,31,131,179,"4/6/14","16:25","Sun"
"50492",289,31,146,209,"4/6/14","16:30","Sun"
"50493",289,29,146,198,"4/6/14","16:35","Sun"
"50494",212,23,108,132,"4/6/14","16:40","Sun"
"50495",271,30,137,191,"4/6/14","16:45","Sun"
"50496",286,29,144,193,"4/6/14","16:50","Sun"
"50497",281,32,142,190,"4/6/14","16:55","Sun"
"50498",223,30,113,155,"4/6/14","17:00","Sun"
"50499",297,31,150,204,"4/6/14","17:05","Sun"
"50500",279,31,141,187,"4/6/14","17:10","Sun"
"50501",271,32,137,191,"4/6/14","17:15","Sun"
"50502",348,24,176,256,"4/6/14","17:20","Sun"
"50503",279,29,141,203,"4/6/14","17:25","Sun"
"50504",192,34,97,119,"4/6/14","17:30","Sun"
"50505",225,31,114,144,"4/6/14","17:35","Sun"
"50506",206,25,104,143,"4/6/14","17:40","Sun"
"50507",240,26,121,167,"4/6/14","17:45","Sun"
"50508",308,25,155,216,"4/6/14","17:50","Sun"
"50509",221,30,112,153,"4/6/14","17:55","Sun"
"50510",278,30,141,198,"4/6/14","18:00","Sun"
"50511",387,30,195,271,"4/6/14","18:05","Sun"
"50512",308,32,155,227,"4/6/14","18:10","Sun"
"50513",195,28,99,123,"4/6/14","18:15","Sun"
"50514",144,18,73,104,"4/6/14","18:20","Sun"
"50515",240,31,121,160,"4/6/14","18:25","Sun"
"50516",276,27,140,196,"4/6/14","18:30","Sun"
"50517",227,33,115,159,"4/6/14","18:35","Sun"
"50518",233,32,118,165,"4/6/14","18:40","Sun"
"50519",205,24,104,146,"4/6/14","18:45","Sun"
"50520",160,31,81,120,"4/6/14","18:50","Sun"
"50521",188,29,95,119,"4/6/14","18:55","Sun"
"50522",216,29,110,144,"4/6/14","19:00","Sun"
"50523",207,27,105,143,"4/6/14","19:05","Sun"
"50524",184,23,93,120,"4/6/14","19:10","Sun"
"50525",248,27,126,164,"4/6/14","19:15","Sun"
"50526",203,27,103,135,"4/6/14","19:20","Sun"
"50527",142,19,72,93,"4/6/14","19:25","Sun"
"50528",251,17,127,181,"4/6/14","19:30","Sun"
"50529",85,27,44,49,"4/6/14","19:35","Sun"
"50530",189,27,96,120,"4/6/14","19:40","Sun"
"50531",149,27,76,92,"4/6/14","19:45","Sun"
"50532",143,25,73,99,"4/6/14","19:50","Sun"
"50533",198,30,100,117,"4/6/14","19:55","Sun"
"50534",215,35,108,136,"4/6/14","20:00","Sun"
"50535",179,26,90,132,"4/6/14","20:05","Sun"
"50536",247,27,124,179,"4/6/14","20:10","Sun"
"50537",188,25,95,136,"4/6/14","20:15","Sun"
"50538",116,21,59,76,"4/6/14","20:20","Sun"
"50539",227,30,114,147,"4/6/14","20:25","Sun"
"50540",163,36,82,96,"4/6/14","20:30","Sun"
"50541",131,31,66,96,"4/6/14","20:35","Sun"
"50542",136,26,69,96,"4/6/14","20:40","Sun"
"50543",84,21,43,56,"4/6/14","20:45","Sun"
"50544",236,27,119,152,"4/6/14","20:50","Sun"
"50545",210,28,106,143,"4/6/14","20:55","Sun"
"50546",207,31,104,151,"4/6/14","21:00","Sun"
"50547",167,27,84,131,"4/6/14","21:05","Sun"
"50548",96,32,48,72,"4/6/14","21:10","Sun"
"50549",164,26,83,112,"4/6/14","21:15","Sun"
"50550",175,32,88,115,"4/6/14","21:20","Sun"
"50551",144,21,72,96,"4/6/14","21:25","Sun"
"50552",163,23,82,107,"4/6/14","21:30","Sun"
"50553",149,22,75,92,"4/6/14","21:35","Sun"
"50554",144,29,72,108,"4/6/14","21:40","Sun"
"50555",162,27,82,111,"4/6/14","21:45","Sun"
"50556",139,29,70,91,"4/6/14","21:50","Sun"
"50557",108,29,55,68,"4/6/14","21:55","Sun"
"50558",148,27,75,100,"4/6/14","22:00","Sun"
"50559",135,26,68,99,"4/6/14","22:05","Sun"
"50560",127,29,64,84,"4/6/14","22:10","Sun"
"50561",107,27,54,84,"4/6/14","22:15","Sun"
"50562",180,26,91,128,"4/6/14","22:20","Sun"
"50563",66,7,34,47,"4/6/14","22:25","Sun"
"50564",28,12,14,28,"4/6/14","22:30","Sun"
"50565",107,24,54,72,"4/6/14","22:35","Sun"
"50566",115,31,58,91,"4/6/14","22:40","Sun"
"50567",76,21,39,64,"4/6/14","22:45","Sun"
"50568",119,29,60,83,"4/6/14","22:50","Sun"
"50569",105,26,53,76,"4/6/14","22:55","Sun"
"50570",81,17,41,64,"4/6/14","23:00","Sun"
"50571",82,22,42,62,"4/6/14","23:05","Sun"
"50572",28,4,15,16,"4/6/14","23:10","Sun"
"50573",95,17,48,71,"4/6/14","23:15","Sun"
"50574",87,22,44,67,"4/6/14","23:20","Sun"
"50575",55,17,28,43,"4/6/14","23:25","Sun"
"50576",64,29,32,52,"4/6/14","23:30","Sun"
"50577",72,19,36,60,"4/6/14","23:35","Sun"
"50578",60,13,30,48,"4/6/14","23:40","Sun"
"50579",84,22,42,48,"4/6/14","23:45","Sun"
"50580",31,8,16,19,"4/6/14","23:50","Sun"
"50581",33,7,17,28,"4/6/14","23:55","Sun"
"50582",74,19,38,55,"4/7/14","0:00","Mon"
"50583",24,5,12,24,"4/7/14","0:05","Mon"
"50584",69,15,35,52,"4/7/14","0:10","Mon"
"50585",50,16,26,43,"4/7/14","0:15","Mon"
"50586",40,18,21,28,"4/7/14","0:20","Mon"
"50587",48,15,24,36,"4/7/14","0:25","Mon"
"50588",67,18,34,55,"4/7/14","0:30","Mon"
"50589",28,13,15,28,"4/7/14","0:35","Mon"
"50590",31,14,16,31,"4/7/14","0:40","Mon"
"50591",28,13,15,28,"4/7/14","0:45","Mon"
"50592",43,14,22,31,"4/7/14","0:50","Mon"
"50593",45,12,23,28,"4/7/14","0:55","Mon"
"50594",50,13,26,31,"4/7/14","1:00","Mon"
"50595",40,10,21,28,"4/7/14","1:05","Mon"
"50596",48,14,24,36,"4/7/14","1:10","Mon"
"50597",48,16,24,36,"4/7/14","1:15","Mon"
"50598",43,16,22,43,"4/7/14","1:20","Mon"
"50599",28,5,15,16,"4/7/14","1:25","Mon"
"50600",55,14,28,43,"4/7/14","1:30","Mon"
"50601",0,0,0,0,"4/7/14","1:35","Mon"
"50602",28,13,15,16,"4/7/14","1:40","Mon"
"50603",43,14,22,31,"4/7/14","1:45","Mon"
"50604",60,19,30,48,"4/7/14","1:50","Mon"
"50605",48,16,24,36,"4/7/14","1:55","Mon"
"50606",28,13,15,28,"4/7/14","2:00","Mon"
"50607",19,8,10,19,"4/7/14","2:05","Mon"
"50608",24,3,12,12,"4/7/14","2:10","Mon"
"50609",24,11,12,24,"4/7/14","2:15","Mon"
"50610",12,5,6,12,"4/7/14","2:20","Mon"
"50611",24,10,12,12,"4/7/14","2:25","Mon"
"50612",0,0,0,0,"4/7/14","2:30","Mon"
"50613",40,18,21,40,"4/7/14","2:35","Mon"
"50614",31,7,16,19,"4/7/14","2:40","Mon"
"50615",24,5,12,24,"4/7/14","2:45","Mon"
"50616",12,5,6,12,"4/7/14","2:50","Mon"
"50617",16,7,8,16,"4/7/14","2:55","Mon"
"50618",11,4,6,11,"4/7/14","3:00","Mon"
"50619",31,12,16,31,"4/7/14","3:05","Mon"
"50620",0,0,0,0,"4/7/14","3:10","Mon"
"50621",12,5,6,12,"4/7/14","3:15","Mon"
"50622",40,18,20,40,"4/7/14","3:20","Mon"
"50623",7,3,4,7,"4/7/14","3:25","Mon"
"50624",0,0,0,0,"4/7/14","3:30","Mon"
"50625",24,11,12,24,"4/7/14","3:35","Mon"
"50626",12,2,6,12,"4/7/14","3:40","Mon"
"50627",16,7,8,16,"4/7/14","3:45","Mon"
"50628",19,9,10,19,"4/7/14","3:50","Mon"
"50629",36,16,18,36,"4/7/14","3:55","Mon"
"50630",0,0,0,0,"4/7/14","4:00","Mon"
"50631",0,0,0,0,"4/7/14","4:05","Mon"
"50632",36,11,18,24,"4/7/14","4:10","Mon"
"50633",12,5,6,12,"4/7/14","4:15","Mon"
"50634",24,11,12,24,"4/7/14","4:20","Mon"
"50635",4,1,2,4,"4/7/14","4:25","Mon"
"50636",24,5,12,24,"4/7/14","4:30","Mon"
"50637",19,6,10,19,"4/7/14","4:35","Mon"
"50638",12,5,6,12,"4/7/14","4:40","Mon"
"50639",24,10,12,24,"4/7/14","4:45","Mon"
"50640",12,5,6,12,"4/7/14","4:50","Mon"
"50641",0,0,0,0,"4/7/14","4:55","Mon"
"50642",43,7,22,27,"4/7/14","5:00","Mon"
"50643",68,9,34,48,"4/7/14","5:05","Mon"
"50644",32,11,16,32,"4/7/14","5:10","Mon"
"50645",67,14,34,51,"4/7/14","5:15","Mon"
"50646",64,20,32,44,"4/7/14","5:20","Mon"
"50647",40,14,20,40,"4/7/14","5:25","Mon"
"50648",55,12,28,55,"4/7/14","5:30","Mon"
"50649",40,5,20,28,"4/7/14","5:35","Mon"
"50650",96,21,48,60,"4/7/14","5:40","Mon"
"50651",67,15,34,43,"4/7/14","5:45","Mon"
"50652",52,15,26,52,"4/7/14","5:50","Mon"
"50653",127,18,64,91,"4/7/14","5:55","Mon"
"50654",64,19,33,60,"4/7/14","6:00","Mon"
"50655",120,18,61,84,"4/7/14","6:05","Mon"
"50656",194,22,98,123,"4/7/14","6:10","Mon"
"50657",135,16,68,79,"4/7/14","6:15","Mon"
"50658",177,13,89,114,"4/7/14","6:20","Mon"
"50659",169,15,85,105,"4/7/14","6:25","Mon"
"50660",368,13,185,240,"4/7/14","6:30","Mon"
"50661",174,14,88,101,"4/7/14","6:35","Mon"
"50662",227,20,115,129,"4/7/14","6:40","Mon"
"50663",263,17,133,157,"4/7/14","6:45","Mon"
"50664",281,15,141,185,"4/7/14","6:50","Mon"
"50665",320,10,161,201,"4/7/14","6:55","Mon"
"50666",199,17,100,114,"4/7/14","7:00","Mon"
"50667",239,24,121,137,"4/7/14","7:05","Mon"
"50668",239,26,121,147,"4/7/14","7:10","Mon"
"50669",303,20,153,197,"4/7/14","7:15","Mon"
"50670",280,21,141,183,"4/7/14","7:20","Mon"
"50671",231,25,117,158,"4/7/14","7:25","Mon"
"50672",230,27,117,148,"4/7/14","7:30","Mon"
"50673",244,25,123,142,"4/7/14","7:35","Mon"
"50674",243,31,123,141,"4/7/14","7:40","Mon"
"50675",246,23,124,162,"4/7/14","7:45","Mon"
"50676",290,21,146,194,"4/7/14","7:50","Mon"
"50677",229,21,116,145,"4/7/14","7:55","Mon"
"50678",262,29,132,179,"4/7/14","8:00","Mon"
"50679",234,23,118,166,"4/7/14","8:05","Mon"
"50680",266,26,134,186,"4/7/14","8:10","Mon"
"50681",282,28,142,192,"4/7/14","8:15","Mon"
"50682",200,35,101,142,"4/7/14","8:20","Mon"
"50683",256,25,129,174,"4/7/14","8:25","Mon"
"50684",158,30,81,117,"4/7/14","8:30","Mon"
"50685",246,22,124,154,"4/7/14","8:35","Mon"
"50686",190,27,96,119,"4/7/14","8:40","Mon"
"50687",239,25,121,147,"4/7/14","8:45","Mon"
"50688",284,38,143,194,"4/7/14","8:50","Mon"
"50689",254,26,128,164,"4/7/14","8:55","Mon"
"50690",182,27,92,123,"4/7/14","9:00","Mon"
"50691",278,22,140,186,"4/7/14","9:05","Mon"
"50692",188,29,95,118,"4/7/14","9:10","Mon"
"50693",222,29,113,178,"4/7/14","9:15","Mon"
"50694",357,24,180,252,"4/7/14","9:20","Mon"
"50695",289,25,146,194,"4/7/14","9:25","Mon"
"50696",304,29,153,216,"4/7/14","9:30","Mon"
"50697",246,23,124,177,"4/7/14","9:35","Mon"
"50698",288,27,145,208,"4/7/14","9:40","Mon"
"50699",238,22,121,158,"4/7/14","9:45","Mon"
"50700",215,22,109,147,"4/7/14","9:50","Mon"
"50701",223,25,113,143,"4/7/14","9:55","Mon"
"50702",308,21,156,220,"4/7/14","10:00","Mon"
"50703",261,31,132,189,"4/7/14","10:05","Mon"
"50704",241,30,122,154,"4/7/14","10:10","Mon"
"50705",234,23,118,161,"4/7/14","10:15","Mon"
"50706",231,27,117,151,"4/7/14","10:20","Mon"
"50707",256,27,129,176,"4/7/14","10:25","Mon"
"50708",413,26,208,294,"4/7/14","10:30","Mon"
"50709",326,20,165,249,"4/7/14","10:35","Mon"
"50710",321,21,162,237,"4/7/14","10:40","Mon"
"50711",323,26,163,247,"4/7/14","10:45","Mon"
"50712",232,23,118,164,"4/7/14","10:50","Mon"
"50713",349,19,176,258,"4/7/14","10:55","Mon"
"50714",337,22,170,260,"4/7/14","11:00","Mon"
"50715",316,25,159,221,"4/7/14","11:05","Mon"
"50716",318,19,160,225,"4/7/14","11:10","Mon"
"50717",230,28,117,159,"4/7/14","11:15","Mon"
"50718",413,21,208,300,"4/7/14","11:20","Mon"
"50719",325,24,164,233,"4/7/14","11:25","Mon"
"50720",352,26,178,264,"4/7/14","11:30","Mon"
"50721",232,26,117,161,"4/7/14","11:35","Mon"
"50722",228,20,115,167,"4/7/14","11:40","Mon"
"50723",302,25,152,209,"4/7/14","11:45","Mon"
"50724",479,24,241,369,"4/7/14","11:50","Mon"
"50725",320,21,161,223,"4/7/14","11:55","Mon"
"50726",290,27,147,191,"4/7/14","12:00","Mon"
"50727",526,23,265,399,"4/7/14","12:05","Mon"
"50728",326,26,164,228,"4/7/14","12:10","Mon"
"50729",393,28,198,284,"4/7/14","12:15","Mon"
"50730",348,24,176,266,"4/7/14","12:20","Mon"
"50731",276,23,139,203,"4/7/14","12:25","Mon"
"50732",378,22,191,282,"4/7/14","12:30","Mon"
"50733",335,25,169,227,"4/7/14","12:35","Mon"
"50734",341,27,172,242,"4/7/14","12:40","Mon"
"50735",307,19,155,214,"4/7/14","12:45","Mon"
"50736",248,32,125,177,"4/7/14","12:50","Mon"
"50737",302,25,153,222,"4/7/14","12:55","Mon"
"50738",337,24,170,236,"4/7/14","13:00","Mon"
"50739",317,23,160,210,"4/7/14","13:05","Mon"
"50740",324,24,164,244,"4/7/14","13:10","Mon"
"50741",273,21,138,196,"4/7/14","13:15","Mon"
"50742",450,16,226,342,"4/7/14","13:20","Mon"
"50743",353,24,178,245,"4/7/14","13:25","Mon"
"50744",230,24,117,143,"4/7/14","13:30","Mon"
"50745",326,20,164,246,"4/7/14","13:35","Mon"
"50746",368,15,186,284,"4/7/14","13:40","Mon"
"50747",356,15,180,248,"4/7/14","13:45","Mon"
"50748",427,16,215,332,"4/7/14","13:50","Mon"
"50749",379,14,191,283,"4/7/14","13:55","Mon"
"50750",443,12,223,327,"4/7/14","14:00","Mon"
"50751",372,20,188,273,"4/7/14","14:05","Mon"
"50752",364,16,184,272,"4/7/14","14:10","Mon"
"50753",301,26,152,213,"4/7/14","14:15","Mon"
"50754",426,21,215,295,"4/7/14","14:20","Mon"
"50755",398,23,200,301,"4/7/14","14:25","Mon"
"50756",359,23,181,263,"4/7/14","14:30","Mon"
"50757",299,25,151,190,"4/7/14","14:35","Mon"
"50758",432,20,217,316,"4/7/14","14:40","Mon"
"50759",420,21,212,320,"4/7/14","14:45","Mon"
"50760",351,25,177,267,"4/7/14","14:50","Mon"
"50761",512,17,258,408,"4/7/14","14:55","Mon"
"50762",282,14,143,190,"4/7/14","15:00","Mon"
"50763",447,19,225,319,"4/7/14","15:05","Mon"
"50764",347,22,175,262,"4/7/14","15:10","Mon"
"50765",475,18,239,367,"4/7/14","15:15","Mon"
"50766",391,17,197,284,"4/7/14","15:20","Mon"
"50767",385,18,194,300,"4/7/14","15:25","Mon"
"50768",365,19,184,278,"4/7/14","15:30","Mon"
"50769",521,21,262,405,"4/7/14","15:35","Mon"
"50770",368,22,186,296,"4/7/14","15:40","Mon"
"50771",442,28,223,346,"4/7/14","15:45","Mon"
"50772",461,25,232,340,"4/7/14","15:50","Mon"
"50773",525,22,263,342,"4/7/14","15:55","Mon"
"50774",420,24,212,288,"4/7/14","16:00","Mon"
"50775",475,21,239,336,"4/7/14","16:05","Mon"
"50776",376,20,189,252,"4/7/14","16:10","Mon"
"50777",429,20,216,293,"4/7/14","16:15","Mon"
"50778",384,24,193,252,"4/7/14","16:20","Mon"
"50779",515,19,259,359,"4/7/14","16:25","Mon"
"50780",456,23,229,312,"4/7/14","16:30","Mon"
"50781",465,23,234,325,"4/7/14","16:35","Mon"
"50782",532,11,268,388,"4/7/14","16:40","Mon"
"50783",365,20,184,233,"4/7/14","16:45","Mon"
"50784",474,17,239,330,"4/7/14","16:50","Mon"
"50785",483,21,243,331,"4/7/14","16:55","Mon"
"50786",444,15,224,300,"4/7/14","17:00","Mon"
"50787",538,12,271,397,"4/7/14","17:05","Mon"
"50788",640,15,322,476,"4/7/14","17:10","Mon"
"50789",792,12,398,632,"4/7/14","17:15","Mon"
"50790",723,8,363,555,"4/7/14","17:20","Mon"
"50791",796,12,400,628,"4/7/14","17:25","Mon"
"50792",719,7,361,563,"4/7/14","17:30","Mon"
"50793",598,9,300,434,"4/7/14","17:35","Mon"
"50794",437,24,220,287,"4/7/14","17:40","Mon"
"50795",475,25,239,350,"4/7/14","17:45","Mon"
"50796",529,17,266,401,"4/7/14","17:50","Mon"
"50797",456,23,229,336,"4/7/14","17:55","Mon"
"50798",303,23,153,231,"4/7/14","18:00","Mon"
"50799",430,24,216,321,"4/7/14","18:05","Mon"
"50800",396,17,199,281,"4/7/14","18:10","Mon"
"50801",315,26,159,214,"4/7/14","18:15","Mon"
"50802",389,23,196,281,"4/7/14","18:20","Mon"
"50803",359,24,181,267,"4/7/14","18:25","Mon"
"50804",285,24,144,192,"4/7/14","18:30","Mon"
"50805",180,33,91,125,"4/7/14","18:35","Mon"
"50806",162,26,82,124,"4/7/14","18:40","Mon"
"50807",257,23,130,182,"4/7/14","18:45","Mon"
"50808",253,28,128,174,"4/7/14","18:50","Mon"
"50809",334,28,168,249,"4/7/14","18:55","Mon"
"50810",281,31,142,193,"4/7/14","19:00","Mon"
"50811",248,27,126,168,"4/7/14","19:05","Mon"
"50812",283,27,143,191,"4/7/14","19:10","Mon"
"50813",245,19,124,165,"4/7/14","19:15","Mon"
"50814",275,24,139,183,"4/7/14","19:20","Mon"
"50815",161,30,82,104,"4/7/14","19:25","Mon"
"50816",235,28,119,155,"4/7/14","19:30","Mon"
"50817",168,30,85,112,"4/7/14","19:35","Mon"
"50818",235,29,119,155,"4/7/14","19:40","Mon"
"50819",172,31,87,104,"4/7/14","19:45","Mon"
"50820",217,29,110,136,"4/7/14","19:50","Mon"
"50821",225,25,114,129,"4/7/14","19:55","Mon"
"50822",205,31,103,106,"4/7/14","20:00","Mon"
"50823",157,30,79,110,"4/7/14","20:05","Mon"
"50824",226,29,114,171,"4/7/14","20:10","Mon"
"50825",236,25,119,172,"4/7/14","20:15","Mon"
"50826",108,33,54,84,"4/7/14","20:20","Mon"
"50827",179,24,90,107,"4/7/14","20:25","Mon"
"50828",156,25,78,108,"4/7/14","20:30","Mon"
"50829",210,23,105,145,"4/7/14","20:35","Mon"
"50830",155,19,78,111,"4/7/14","20:40","Mon"
"50831",126,27,64,91,"4/7/14","20:45","Mon"
"50832",204,30,102,144,"4/7/14","20:50","Mon"
"50833",212,22,107,164,"4/7/14","20:55","Mon"
"50834",171,30,86,123,"4/7/14","21:00","Mon"
"50835",211,24,106,151,"4/7/14","21:05","Mon"
"50836",240,29,121,188,"4/7/14","21:10","Mon"
"50837",207,30,104,139,"4/7/14","21:15","Mon"
"50838",204,31,102,144,"4/7/14","21:20","Mon"
"50839",192,29,96,132,"4/7/14","21:25","Mon"
"50840",188,20,95,140,"4/7/14","21:30","Mon"
"50841",100,15,51,52,"4/7/14","21:35","Mon"
"50842",156,31,79,120,"4/7/14","21:40","Mon"
"50843",143,20,72,95,"4/7/14","21:45","Mon"
"50844",223,26,112,163,"4/7/14","21:50","Mon"
"50845",124,27,63,76,"4/7/14","21:55","Mon"
"50846",91,22,46,55,"4/7/14","22:00","Mon"
"50847",151,24,76,96,"4/7/14","22:05","Mon"
"50848",96,22,48,60,"4/7/14","22:10","Mon"
"50849",139,16,70,103,"4/7/14","22:15","Mon"
"50850",64,18,32,40,"4/7/14","22:20","Mon"
"50851",107,29,54,84,"4/7/14","22:25","Mon"
"50852",72,21,37,56,"4/7/14","22:30","Mon"
"50853",183,28,92,135,"4/7/14","22:35","Mon"
"50854",139,26,70,84,"4/7/14","22:40","Mon"
"50855",72,15,37,56,"4/7/14","22:45","Mon"
"50856",95,27,48,75,"4/7/14","22:50","Mon"
"50857",40,13,20,36,"4/7/14","22:55","Mon"
"50858",135,31,68,91,"4/7/14","23:00","Mon"
"50859",84,25,42,60,"4/7/14","23:05","Mon"
"50860",48,22,24,48,"4/7/14","23:10","Mon"
"50861",84,29,43,68,"4/7/14","23:15","Mon"
"50862",103,20,52,67,"4/7/14","23:20","Mon"
"50863",108,25,54,72,"4/7/14","23:25","Mon"
"50864",144,25,72,96,"4/7/14","23:30","Mon"
"50865",115,31,58,84,"4/7/14","23:35","Mon"
"50866",156,30,79,120,"4/7/14","23:40","Mon"
"50867",108,17,54,72,"4/7/14","23:45","Mon"
"50868",80,19,41,52,"4/7/14","23:50","Mon"
"50869",82,11,42,50,"4/7/14","23:55","Mon"
"50870",45,17,23,40,"4/8/14","0:00","Tues"
"50871",31,10,16,24,"4/8/14","0:05","Tues"
"50872",40,14,21,35,"4/8/14","0:10","Tues"
"50873",98,16,50,67,"4/8/14","0:15","Tues"
"50874",81,23,41,52,"4/8/14","0:20","Tues"
"50875",74,24,38,55,"4/8/14","0:25","Tues"
"50876",48,12,24,36,"4/8/14","0:30","Tues"
"50877",62,18,32,45,"4/8/14","0:35","Tues"
"50878",50,15,26,43,"4/8/14","0:40","Tues"
"50879",47,19,24,47,"4/8/14","0:45","Tues"
"50880",43,14,22,31,"4/8/14","0:50","Tues"
"50881",24,5,12,12,"4/8/14","0:55","Tues"
"50882",52,13,27,40,"4/8/14","1:00","Tues"
"50883",91,23,46,67,"4/8/14","1:05","Tues"
"50884",60,16,30,48,"4/8/14","1:10","Tues"
"50885",12,5,6,12,"4/8/14","1:15","Tues"
"50886",36,16,18,36,"4/8/14","1:20","Tues"
"50887",40,18,21,40,"4/8/14","1:25","Tues"
"50888",43,19,22,43,"4/8/14","1:30","Tues"
"50889",36,16,18,36,"4/8/14","1:35","Tues"
"50890",36,16,18,36,"4/8/14","1:40","Tues"
"50891",12,5,6,12,"4/8/14","1:45","Tues"
"50892",28,13,15,28,"4/8/14","1:50","Tues"
"50893",19,8,10,19,"4/8/14","1:55","Tues"
"50894",64,13,33,40,"4/8/14","2:00","Tues"
"50895",19,8,10,19,"4/8/14","2:05","Tues"
"50896",36,12,18,36,"4/8/14","2:10","Tues"
"50897",60,17,30,48,"4/8/14","2:15","Tues"
"50898",12,5,6,12,"4/8/14","2:20","Tues"
"50899",0,0,0,0,"4/8/14","2:25","Tues"
"50900",17,7,9,17,"4/8/14","2:30","Tues"
"50901",18,8,10,18,"4/8/14","2:35","Tues"
